Word	Length	Syllabes	SyllLength
τέιο	4	τέ-ι-ο	3
τέλι	4	τέ-λι	2
τελώ	4	τε-λώ	2
τεστ	4	τεστ	1
τέως	4	τέ-ως	2
τζαζ	4	τζαζ	1
τζετ	4	τζετ	1
τζιν	4	τζιν	1
τζιπ	4	τζιπ	1
τήκω	4	τή-κω	2
τήξη	4	τή-ξη	2
τηρώ	4	τη-ρώ	2
τιμή	4	τι-μή	2
τιμώ	4	τι-μώ	2
τόκα	4	τό-κα	2
τομή	4	το-μή	2
τόξο	4	τό-ξο	2
τόπι	4	τό-πι	2
τόσο	4	τό-σο	2
τοστ	4	τοστ	1
τότε	4	τό-τε	2
τους	4	τους	1
τρακ	4	τρακ	1
τραμ	4	τραμ	1
τρικ	4	τρικ	1
τρίο	4	τρί-ο	2
τρις	4	τρις	1
τσάι	4	τσά-ι	2
τσακ	4	τσακ	1
τσεκ	4	τσεκ	1
τσιπ	4	τσιπ	1
τσιφ	4	τσιφ	1
τυρί	4	τυ-ρί	2
τύχη	4	τύ-χη	2
τύψη	4	τύ-ψη	2
τώρα	4	τώ-ρα	2
ύβρη	4	ύ-βρη	2
ύδρα	4	ύ-δρα	2
ύδωρ	4	ύ-δωρ	2
υιός	4	υι-ός	2
υμνώ	4	υ-μνώ	2
υπέρ	4	υ-πέρ	2
ύφος	4	ύ-φος	2
ύψος	4	ύ-ψος	2
φάβα	4	φά-βα	2
φάκα	4	φά-κα	2
φακή	4	φα-κή	2
φάπα	4	φά-πα	2
φάρα	4	φά-ρα	2
φαρί	4	φα-ρί	2
φάσα	4	φά-σα	2
φάση	4	φά-ση	2
φελί	4	φε-λί	2
φέξη	4	φέ-ξη	2
φέρω	4	φέ-ρω	2
φέσι	4	φέ-σι	2
φέτα	4	φέ-τα	2
φήμη	4	φή-μη	2
φίδι	4	φί-δι	2
φίλη	4	φί-λη	2
φιλί	4	φι-λί	2
φιλμ	4	φιλμ	1
φίνα	4	φί-να	2
φλας	4	φλας	1
φλιτ	4	φλιτ	1
φλος	4	φλος	1
φλου	4	φλου	1
φόλα	4	φό-λα	2
φορά	4	φο-ρά	2
φόρα	4	φό-ρα	2
φουλ	4	φουλ	1
φτου	4	φτου	1
φυγή	4	φυ-γή	2
φύκι	4	φύ-κι	2
φυλή	4	φυ-λή	2
φύλο	4	φύ-λο	2
φύμα	4	φύ-μα	2
φύρα	4	φύ-ρα	2
φύση	4	φύ-ση	2
φυτό	4	φυ-τό	2
φώλι	4	φώ-λι	2
φωνή	4	φω-νή	2
χάδι	4	χά-δι	2
χάζι	4	χά-ζι	2
χακί	4	χα-κί	2
χαλί	4	χα-λί	2
χάλι	4	χά-λι	2
χαλώ	4	χα-λώ	2
χάμω	4	χά-μω	2
χάνι	4	χά-νι	2
χάνω	4	χά-νω	2
χάος	4	χά-ος	2
χάπι	4	χά-πι	2
χαρά	4	χα-ρά	2
χάρη	4	χά-ρη	2
χάση	4	χά-ση	2
χέζω	4	χέ-ζω	2
χέλι	4	χέ-λι	2
χέρι	4	χέ-ρι	2
χήνα	4	χή-να	2
χήρα	4	χή-ρα	2
χθες	4	χθες	1
χλόη	4	χλό-η	2
χολή	4	χο-λή	2
χούι	4	χού-ι	2
χρίω	4	χρί-ω	2
χύμα	4	χύ-μα	2
χύνω	4	χύ-νω	2
χώμα	4	χώ-μα	2
χωνί	4	χω-νί	2
χώνω	4	χώ-νω	2
χώρα	4	χώ-ρα	2
ψάθα	4	ψά-θα	2
ψαθί	4	ψα-θί	2
ψάρι	4	ψά-ρι	2
ψαύω	4	ψαύ-ω	2
ψέγω	4	ψέ-γω	2
ψέμα	4	ψέ-μα	2
ψηλά	4	ψη-λά	2
ψήνω	4	ψή-νω	2
ψιλά	4	ψι-λά	2
ψιλή	4	ψι-λή	2
ψίχα	4	ψί-χα	2
ψύξη	4	ψύ-ξη	2
ψυχή	4	ψυ-χή	2
ψύχω	4	ψύ-χω	2
ψωλή	4	ψω-λή	2
ψωμί	4	ψω-μί	2
ψώρα	4	ψώ-ρα	2
ωμός	4	ω-μός	2
ώμος	4	ώ-μος	2
ώνια	4	ώ-νι-α	3
ωσάν	4	ω-σάν	2
ωσεί	4	ω-σεί	2
ώστε	4	ώ-στε	2
ωχρά	4	ω-χρά	2
ώχρα	4	ώ-χρα	2
αβάνς	5	α-βάνς	2
αβρός	5	α-βρός	2
αγαθή	5	α-γα-θή	3
αγαθό	5	α-γα-θό	3
αγάλι	5	α-γά-λι	3
αγάπη	5	α-γά-πη	3
αγέλη	5	α-γέ-λη	3
αγέρι	5	α-γέ-ρι	3
άγημα	5	ά-γη-μα	3
άγιος	5	ά-γι-ος	3
αγνός	5	α-γνός	2
αγνοώ	5	α-γνο-ώ	3
αγορά	5	α-γο-ρά	3
αγόρι	5	α-γό-ρι	3
άγρια	5	ά-γρι-α	3
αγρός	5	α-γρός	2
άγχος	5	άγ-χος	2
αγωγή	5	α-γω-γή	3
αγώγι	5	α-γώ-γι	3
αδαής	5	α-δα-ής	3
άδεια	5	ά-δει-α	3
άδικο	5	ά-δι-κο	3
αδικώ	5	α-δι-κώ	3
αδρός	5	α-δρός	2
αέρας	5	α-έ-ρας	3
αέριο	5	α-έ-ρι-ο	4
αετός	5	α-ε-τός	3
αζούρ	5	α-ζούρ	2
άζωτο	5	ά-ζω-το	3
αηδής	5	α-η-δής	3
αηδία	5	α-η-δί-α	4
αήθης	5	α-ή-θης	3
άηχος	5	ά-η-χος	3
αθεΐα	5	α-θε-ΐ-α	4
άθεος	5	ά-θε-ος	3
αθετώ	5	α-θε-τώ	3
άθλια	5	ά-θλι-α	3
άθλος	5	ά-θλος	2
αθρόα	5	α-θρό-α	3
αθυμώ	5	α-θυ-μώ	3
αθώος	5	α-θώ-ος	3
αίγλη	5	αί-γλη	2
αιδώς	5	αι-δώς	2
αίνος	5	αί-νος	2
αίσια	5	αί-σι-α	3
αιτία	5	αι-τί-α	3
αίτιο	5	αί-τι-ο	3
αϊτός	5	αϊ-τός	2
αιτών	5	αι-τών	2
αιχμή	5	αι-χμή	2
αιώρα	5	αι-ώ-ρα	3
ακίδα	5	α-κί-δα	3
ακόμα	5	α-κό-μα	3
ακόνι	5	α-κό-νι	3
ακούω	5	α-κού-ω	3
άκρια	5	ά-κρι-α	3
άκρος	5	ά-κρος	2
αλάνα	5	α-λά-να	3
αλάνι	5	α-λά-νι	3
αλάτι	5	α-λά-τι	3
άλγος	5	άλ-γος	2
αλέθω	5	α-λέ-θω	3
άλεση	5	ά-λε-ση	3
άλλος	5	άλ-λος	2
αλλού	5	αλ-λού	2
άλλως	5	άλ-λως	2
αλόγα	5	α-λό-γα	3
άλογο	5	ά-λο-γο	3
άλσος	5	άλ-σος	2
άλτης	5	άλ-της	2
αλυκή	5	α-λυ-κή	3
αλώνι	5	α-λώ-νι	3
αλώνω	5	α-λώ-νω	3
άλωση	5	ά-λω-ση	3
αμάδα	5	α-μά-δα	3
άμαξα	5	ά-μα-ξα	3
αμάξι	5	α-μά-ξι	3
αμάχη	5	α-μά-χη	3
αμελώ	5	α-με-λώ	3
αμέτι	5	α-μέ-τι	3
άμμος	5	άμ-μος	2
αμνός	5	α-μνός	2
αμόνι	5	α-μό-νι	3
αμόρε	5	α-μό-ρε	3
αμπέρ	5	α-μπέρ	2
αμπρί	5	α-μπρί	2
άμυλο	5	ά-μυ-λο	3
άμυνα	5	ά-μυ-να	3
αμυχή	5	α-μυ-χή	3
άμφιο	5	άμ-φι-ο	3
ανάβω	5	α-νά-βω	3
ανάγω	5	α-νά-γω	3
ανάσα	5	α-νά-σα	3
ανέμη	5	α-νέ-μη	3
άνεση	5	ά-νε-ση	3
άνετα	5	ά-νε-τα	3
άνηθο	5	ά-νη-θο	3
ανήκω	5	α-νή-κω	3
ανθός	5	αν-θός	2
άνθος	5	άν-θος	2
ανίψι	5	α-νί-ψι	3
ανιών	5	α-νι-ών	3
άνοια	5	ά-νοι-α	3
άνους	5	ά-νους	2
ανοχή	5	α-νο-χή	3
αντίο	5	α-ντί-ο	3
αντλώ	5	α-ντλώ	2
άντρο	5	ά-ντρο	2
ανφάς	5	αν-φάς	2
ανώγι	5	α-νώ-γι	3
άνωση	5	ά-νω-ση	3
αξίζω	5	α-ξί-ζω	3
αξίνα	5	α-ξί-να	3
άξιος	5	ά-ξι-ος	3
αορτή	5	α-ορ-τή	3
απάγω	5	α-πά-γω	3
απάνω	5	α-πά-νω	3
απάτη	5	α-πά-τη	3
απατώ	5	α-πα-τώ	3
απέξω	5	α-πέ-ξω	3
απέχω	5	α-πέ-χω	3
απηχώ	5	α-πη-χώ	3
απίδι	5	α-πί-δι	3
απίκο	5	α-πί-κο	3
απλός	5	α-πλός	2
απορώ	5	α-πο-ρώ	3
αποχή	5	α-πο-χή	3
απόχη	5	α-πό-χη	3
απόψε	5	α-πό-ψε	3
άποψη	5	ά-πο-ψη	3
απτός	5	α-πτός	2
απωθώ	5	α-πω-θώ	3
άπωση	5	ά-πω-ση	3
άραγε	5	ά-ρα-γε	3
αράδα	5	α-ρά-δα	3
αράζω	5	α-ρά-ζω	3
αρασέ	5	α-ρα-σέ	3
αργία	5	αρ-γί-α	3
αργκό	5	αρ-γκό	2
αργός	5	αρ-γός	2
άρδην	5	άρ-δην	2
αρένα	5	α-ρέ-να	3
αρέσω	5	α-ρέ-σω	3
αρετή	5	α-ρε-τή	3
άρθρο	5	άρ-θρο	2
αρίδα	5	α-ρί-δα	3
άριος	5	ά-ρι-ος	3
αρμός	5	αρ-μός	2
αρόδο	5	α-ρό-δο	3
άροση	5	ά-ρο-ση	3
άρρην	5	άρ-ρην	2
άρτος	5	άρ-τος	2
άρχων	5	άρ-χων	2
αρωγή	5	α-ρω-γή	3
άρωμα	5	ά-ρω-μα	3
ασβός	5	α-σβός	2
ασεβώ	5	α-σε-βώ	3
ασήμι	5	α-σή-μι	3
άσθμα	5	ά-σθμα	2
ασκός	5	α-σκός	2
αστός	5	α-στός	2
άστρο	5	ά-στρο	2
άσυλο	5	ά-συ-λο	3
ατάκα	5	α-τά-κα	3
ατμός	5	α-τμός	2
άτομο	5	ά-το-μο	3
ατονώ	5	α-το-νώ	3
ατυχώ	5	α-τυ-χώ	3
αυλός	5	αυ-λός	2
άυλος	5	ά-υ-λος	3
αύξων	5	αύ-ξων	2
αύριο	5	αύ-ρι-ο	3
αυτός	5	αυ-τός	2
αυτού	5	αυ-τού	2
αφάνα	5	α-φά-να	3
άφεση	5	ά-φε-ση	3
αφήνω	5	α-φή-νω	3
άφιξη	5	ά-φι-ξη	3
αφίσα	5	α-φί-σα	3
αφορώ	5	α-φο-ρώ	3
αφρός	5	α-φρός	2
άφρων	5	ά-φρων	2
άχθος	5	ά-χθος	2
αχνός	5	α-χνός	2
άχυρο	5	ά-χυ-ρο	3
αψάδα	5	α-ψά-δα	3
αψηφώ	5	α-ψη-φώ	3
αψίδα	5	α-ψί-δα	3
βαβέλ	5	βα-βέλ	2
βάγια	5	βά-για	2
βάδην	5	βά-δην	2
βαθιά	5	βα-θιά	2
βάθος	5	βά-θος	2
βάθρο	5	βά-θρο	2
βαθύς	5	βα-θύς	2
βαίνω	5	βαί-νω	2
βαλές	5	βα-λές	2
βάλλω	5	βάλ-λω	2
βάμμα	5	βάμ-μα	2
βαράω	5	βα-ρά-ω	3
βάρδα	5	βάρ-δα	2
βαριά	5	βα-ριά	2
βάριο	5	βά-ρι-ο	3
βάρκα	5	βάρ-κα	2
βάρος	5	βά-ρος	2
βαρύς	5	βα-ρύς	2
βάσει	5	βά-σει	2
βατός	5	βα-τός	2
βάτος	5	βά-τος	2
βγάζω	5	βγά-ζω	2
βέλος	5	βέ-λος	2
βέργα	5	βέρ-γα	2
βέρος	5	βέ-ρος	2
βέσπα	5	βέ-σπα	2
βήχας	5	βή-χας	2
βιάζω	5	βι-ά-ζω	3
βιάση	5	βιά-ση	2
βίγλα	5	βί-γλα	2
βιζόν	5	βι-ζόν	2
βίκος	5	βί-κος	2
βιόλα	5	βιό-λα	2
βιολί	5	βιο-λί	2
βιτρό	5	βι-τρό	2
βίτσα	5	βί-τσα	2
βίωμα	5	βί-ω-μα	3
βιώνω	5	βι-ώ-νω	3
βίωση	5	βί-ω-ση	3
βλάβη	5	βλά-βη	2
βλάχα	5	βλά-χα	2
βλέπω	5	βλέ-πω	2
βλέψη	5	βλέ-ψη	2
βλήμα	5	βλή-μα	2
βοηθώ	5	βο-η-θώ	3
βόιδι	5	βόι-δι	2
βολάν	5	βο-λάν	2
βόλεϊ	5	βό-λε-ϊ	3
βόλος	5	βό-λος	2
βόλτα	5	βόλ-τα	2
βόμβα	5	βόμ-βα	2
βομβώ	5	βομ-βώ	2
βόριο	5	βό-ρι-ο	3
βοσκή	5	βο-σκή	2
βοσκώ	5	βο-σκώ	2
βόσκω	5	βό-σκω	2
βότκα	5	βότ-κα	2
βούκα	5	βού-κα	2
βούλα	5	βού-λα	2
βουλή	5	βου-λή	2
βουνό	5	βου-νό	2
βράδυ	5	βρά-δυ	2
βράζω	5	βρά-ζω	2
βράκα	5	βρά-κα	2
βρακί	5	βρα-κί	2
βράση	5	βρά-ση	2
βρέχω	5	βρέ-χω	2
βρίζα	5	βρί-ζα	2
βρίζω	5	βρί-ζω	2
βρίθω	5	βρί-θω	2
βρόμα	5	βρό-μα	2
βροχή	5	βρο-χή	2
βρόχι	5	βρό-χι	2
βρύση	5	βρύ-ση	2
βρώση	5	βρώ-ση	2
βυθός	5	βυ-θός	2
βύθος	5	βύ-θος	2
βύσμα	5	βύ-σμα	2
βυτίο	5	βυ-τί-ο	3
βωβός	5	βω-βός	2
βωμός	5	βω-μός	2
γαζία	5	γα-ζί-α	3
γάλος	5	γά-λος	2
γαμάω	5	γα-μά-ω	3
γάμος	5	γά-μος	2
γάμπα	5	γά-μπα	2
γάντι	5	γά-ντι	2
γάτος	5	γά-τος	2
γδύνω	5	γδύ-νω	2
γείσο	5	γεί-σο	2
γελάω	5	γε-λά-ω	3
γέλιο	5	γέ-λιο	2
γενεά	5	γε-νε-ά	3
γενιά	5	γε-νιά	2
γέννα	5	γέν-να	2
γένος	5	γέ-νος	2
γέρμα	5	γέρ-μα	2
γέρνω	5	γέρ-νω	2
γερός	5	γε-ρός	2
γέρος	5	γέ-ρος	2
γεύμα	5	γεύ-μα	2
γεύση	5	γεύ-ση	2
γήρας	5	γή-ρας	2
γιαπί	5	για-πί	2
γιατί	5	για-τί	2
γιόμα	5	γιό-μα	2
γιώτα	5	γιώ-τα	2
γκάζι	5	γκά-ζι	2
γκαλά	5	γκα-λά	2
γκάμα	5	γκά-μα	2
γκάφα	5	γκά-φα	2
γκέλα	5	γκέ-λα	2
γκέμι	5	γκέ-μι	2
γκέτα	5	γκέ-τα	2
γκέτο	5	γκέ-το	2
γκισέ	5	γκι-σέ	2
γκολφ	5	γκολφ	1
γκρας	5	γκρας	1
γκριλ	5	γκριλ	1
γλίνα	5	γλί-να	2
γλύκα	5	γλύ-κα	2
γλυκύ	5	γλυ-κύ	2
γλυφή	5	γλυ-φή	2
γνέθω	5	γνέ-θω	2
γνέφω	5	γνέ-φω	2
γνώμη	5	γνώ-μη	2
γνώση	5	γνώ-ση	2
γόνος	5	γό-νος	2
γούβα	5	γού-βα	2
γουδί	5	γου-δί	2
γούλα	5	γού-λα	2
γουλί	5	γου-λί	2
γούνα	5	γού-να	2
γούρι	5	γού-ρι	2
γοφός	5	γο-φός	2
γράδο	5	γρά-δο	2
γράσο	5	γρά-σο	2
γραφή	5	γρα-φή	2
γράφω	5	γρά-φω	2
γρίπη	5	γρί-πη	2
γρόσι	5	γρό-σι	2
γυάλα	5	γυά-λα	2
γυαλί	5	γυα-λί	2
γύπας	5	γύ-πας	2
γύρος	5	γύ-ρος	2
γύψος	5	γύ-ψος	2
γωνιά	5	γω-νιά	2
γωνία	5	γω-νί-α	3
δάκος	5	δά-κος	2
δάκρυ	5	δά-κρυ	2
δάσος	5	δά-σος	2
δασύς	5	δα-σύς	2
δαυλί	5	δαυ-λί	2
δάφνη	5	δάφ-νη	2
δέηση	5	δέ-η-ση	3
δείλι	5	δεί-λι	2
δεινά	5	δει-νά	2
δείνα	5	δεί-να	2
δέλτα	5	δέλ-τα	2
δεξιά	5	δε-ξι-ά	3
δέρας	5	δέ-ρας	2
δέρμα	5	δέρ-μα	2
δέρνω	5	δέρ-νω	2
δεσμά	5	δε-σμά	2
δέσμη	5	δέ-σμη	2
δετός	5	δε-τός	2
δήγμα	5	δήγ-μα	2
δήθεν	5	δή-θεν	2
δήμος	5	δή-μος	2
διάβα	5	διά-βα	2
διάνα	5	διά-να	2
διατί	5	δι-α-τί	3
διέπω	5	δι-έ-πω	3
δίεση	5	δί-ε-ση	3
διηθώ	5	δι-η-θώ	3
δίκην	5	δί-κην	2
δίκιο	5	δί-κιο	2
δικός	5	δι-κός	2
διότι	5	δι-ό-τι	3
δίπλα	5	δί-πλα	2
δίχτυ	5	δί-χτυ	2
δίχως	5	δί-χως	2
διώκω	5	δι-ώ-κω	3
δίωξη	5	δί-ω-ξη	3
δόγης	5	δό-γης	2
δόγμα	5	δόγ-μα	2
δοκός	5	δο-κός	2
δόλια	5	δό-λια	2
δόλος	5	δό-λος	2
δόμος	5	δό-μος	2
δόντι	5	δό-ντι	2
δότης	5	δό-της	2
δοτός	5	δο-τός	2
δούλα	5	δού-λα	2
δράκα	5	δρά-κα	2
δράμα	5	δρά-μα	2
δράμι	5	δρά-μι	2
δράση	5	δρά-ση	2
δρέπω	5	δρέ-πω	2
δρόγη	5	δρό-γη	2
δυάδα	5	δυ-ά-δα	3
δυάρα	5	δυ-ά-ρα	3
δυάρι	5	δυ-ά-ρι	3
δύτης	5	δύ-της	2
δωρεά	5	δω-ρε-ά	3
εβίβα	5	ε-βί-βα	3
εγγύς	5	εγ-γύς	2
εγίρα	5	ε-γί-ρα	3
εδωδά	5	ε-δω-δά	3
εδώθε	5	ε-δώ-θε	3
εθίζω	5	ε-θί-ζω	3
έθιμο	5	έ-θι-μο	3
έθνικ	5	έ-θνικ	2
έθνος	5	έ-θνος	2
είδος	5	εί-δος	2
είμαι	5	εί-μαι	2
είρων	5	εί-ρων	2
εκατό	5	ε-κα-τό	3
εκλύω	5	ε-κλύ-ω	3
εκμέκ	5	εκ-μέκ	2
εκράν	5	ε-κράν	2
εκρέω	5	ε-κρέ-ω	3
εκροή	5	ε-κρο-ή	3
εκρού	5	ε-κρού	2
εκτίω	5	ε-κτί-ω	3
εκτός	5	ε-κτός	2
έκτος	5	έ-κτος	2
ελαία	5	ε-λαί-α	3
έλαιο	5	έ-λαι-ο	3
έλαση	5	έ-λα-ση	3
ελάτε	5	ε-λά-τε	3
ελάτη	5	ε-λά-τη	3
ελάτι	5	ε-λά-τι	3
έλατο	5	έ-λα-το	3
ελάφι	5	ε-λά-φι	3
έλεος	5	έ-λε-ος	3
έλικα	5	έ-λι-κα	3
έλκος	5	έλ-κος	2
ελκύω	5	ελ-κύ-ω	3
έμπυο	5	έ-μπυ-ο	3
ενάγω	5	ε-νά-γω	3
ένδον	5	έν-δον	2
ενδύω	5	εν-δύ-ω	3
ένεκα	5	έ-νε-κα	3
ενεός	5	ε-νε-ός	3
ένεση	5	έ-νε-ση	3
ενέχω	5	ε-νέ-χω	3
ένθεν	5	έν-θεν	2
εννέα	5	εν-νέ-α	3
εννοώ	5	εν-νο-ώ	3
ενόσω	5	ε-νό-σω	3
ενοχή	5	ε-νο-χή	3
εντός	5	ε-ντός	2
ενώνω	5	ε-νώ-νω	3
ένωση	5	έ-νω-ση	3
εξάγω	5	ε-ξά-γω	3
εξάδα	5	ε-ξά-δα	3
έξαλα	5	έ-ξα-λα	3
εξάρα	5	ε-ξά-ρα	3
εξάρι	5	ε-ξά-ρι	3
έξαψη	5	έ-ξα-ψη	3
εξεμώ	5	ε-ξε-μώ	3
εξέχω	5	ε-ξέ-χω	3
εξηγώ	5	ε-ξη-γώ	3
έξοδο	5	έ-ξο-δο	3
εξοχή	5	ε-ξο-χή	3
εξπέρ	5	εξ-πέρ	2
εξτρά	5	εξ-τρά	2
έξτρα	5	έξ-τρα	2
εξωθώ	5	ε-ξω-θώ	3
έξωση	5	έ-ξω-ση	3
εορτή	5	ε-ορ-τή	3
επάγω	5	ε-πά-γω	3
επάνω	5	ε-πά-νω	3
επαφή	5	ε-πα-φή	3
επέχω	5	ε-πέ-χω	3
επιζώ	5	ε-πι-ζώ	3
εποχή	5	ε-πο-χή	3
έποψη	5	έ-πο-ψη	3
επωδή	5	ε-πω-δή	3
έριδα	5	έ-ρι-δα	3
ερίζω	5	ε-ρί-ζω	3
ερμής	5	ερ-μής	2
έρμος	5	έρ-μος	2
έρπης	5	έρ-πης	2
έρπων	5	έρ-πων	2
ερωτώ	5	ε-ρω-τώ	3
εσαεί	5	ε-σα-εί	3
εσάνς	5	ε-σάνς	2
εσμός	5	ε-σμός	2
έσοδο	5	έ-σο-δο	3
εσοχή	5	ε-σο-χή	3
εστέτ	5	ε-στέτ	2
εστία	5	ε-στί-α	3
ευδία	5	ευ-δί-α	3
ευθύς	5	ευ-θύς	2
ευνοώ	5	ευ-νο-ώ	3
εύρος	5	εύ-ρος	2
ευρύς	5	ευ-ρύς	2
έφεση	5	έ-φε-ση	3
έφηβη	5	έ-φη-βη	3
εχθρά	5	ε-χθρά	2
έχθρα	5	έ-χθρα	2
έχτρα	5	έ-χτρα	2
έωλος	5	έ-ω-λος	3
ζαβός	5	ζα-βός	2
ζάντα	5	ζά-ντα	2
ζαριά	5	ζα-ριά	2
ζάφτι	5	ζά-φτι	2
ζέβρα	5	ζέ-βρα	2
ζελές	5	ζε-λές	2
ζενίθ	5	ζε-νίθ	2
ζέστα	5	ζέ-στα	2
ζέστη	5	ζέ-στη	2
ζεύξη	5	ζεύ-ξη	2
ζέχνω	5	ζέ-χνω	2
ζήλια	5	ζή-λια	2
ζήλος	5	ζή-λος	2
ζημιά	5	ζη-μιά	2
ζημία	5	ζη-μί-α	3
ζητάω	5	ζη-τά-ω	3
ζόμπι	5	ζό-μπι	2
ζούδι	5	ζού-δι	2
ζούλα	5	ζού-λα	2
ζουμί	5	ζου-μί	2
ζούρα	5	ζού-ρα	2
ζόφος	5	ζό-φος	2
ζυγός	5	ζυ-γός	2
ζύθος	5	ζύ-θος	2
ζώδιο	5	ζώ-δι-ο	3
ζωμός	5	ζω-μός	2
ηδονή	5	η-δο-νή	3
ηθική	5	η-θι-κή	3
ηθμός	5	ηθ-μός	2
ήλιος	5	ή-λιος	2
ημέρα	5	η-μέ-ρα	3
ήπιος	5	ή-πι-ος	3
ηρεμώ	5	η-ρε-μώ	3
ήρωας	5	ή-ρω-ας	3
ήσσων	5	ήσ-σων	2
ήττον	5	ήτ-τον	2
ηχείο	5	η-χεί-ο	3
θάλλω	5	θάλ-λω	2
θάλπω	5	θάλ-πω	2
θαρρώ	5	θαρ-ρώ	2
θαύμα	5	θαύ-μα	2
θέαμα	5	θέ-α-μα	3
θέαση	5	θέ-α-ση	3
θείος	5	θεί-ος	2
θέλγω	5	θέλ-γω	2
θέμις	5	θέ-μις	2
θεριό	5	θε-ριό	2
θέρμη	5	θέρ-μη	2
θέρος	5	θέ-ρος	2
θέσει	5	θέ-σει	2
θετός	5	θε-τός	2
θεωρώ	5	θε-ω-ρώ	3
θηλιά	5	θη-λιά	2
θήλυς	5	θή-λυς	2
θηρίο	5	θη-ρί-ο	3
θλάση	5	θλά-ση	2
θλίβω	5	θλί-βω	2
θλίψη	5	θλί-ψη	2
θολός	5	θο-λός	2
θόλος	5	θό-λος	2
θόριο	5	θό-ρι-ο	3
θράκα	5	θρά-κα	2
θραύω	5	θραύ-ω	2
θρέφω	5	θρέ-φω	2
θρέψη	5	θρέ-ψη	2
θρηνώ	5	θρη-νώ	2
θρονί	5	θρο-νί	2
θυμός	5	θυ-μός	2
θύμος	5	θύ-μος	2
θυσία	5	θυ-σί-α	3
θύτης	5	θύ-της	2
θώκος	5	θώ-κος	2
θωμάς	5	θω-μάς	2
θωριά	5	θω-ριά	2
ίδιος	5	ί-διος	2
ιδίως	5	ι-δί-ως	3
ιδρύω	5	ι-δρύ-ω	3
ιερός	5	ι-ε-ρός	3
ίζημα	5	ί-ζη-μα	3
ιλαρά	5	ι-λα-ρά	3
ίντεξ	5	ί-ντεξ	2
ίντσα	5	ί-ντσα	2
ιόνιο	5	ι-ό-νι-ο	4
ίππος	5	ίπ-πος	2
ίριδα	5	ί-ρι-δα	3
ισάζω	5	ι-σά-ζω	3
ίσαμε	5	ί-σα-με	3
ίσιος	5	ί-σιος	2
ισλάμ	5	ι-σλάμ	2
ιστίο	5	ι-στί-ο	3
ιστός	5	ι-στός	2
ισχίο	5	ι-σχί-ο	3
ισχύς	5	ι-σχύς	2
ισχύω	5	ι-σχύ-ω	3
ίσωμα	5	ί-σω-μα	3
ιχθύς	5	ι-χθύς	2
ίχνος	5	ί-χνος	2
ιώδης	5	ι-ώ-δης	3
ιώδιο	5	ι-ώ-δι-ο	4
κάβος	5	κά-βος	2
καδής	5	κα-δής	2
κάδος	5	κά-δος	2
κάδρο	5	κά-δρο	2
καθώς	5	κα-θώς	2
καΐκι	5	κα-ΐ-κι	3
καΐλα	5	κα-ΐ-λα	3
κακάο	5	κα-κά-ο	3
κακία	5	κα-κί-α	3
κάκια	5	κά-κια	2
κακός	5	κα-κός	2
κάλιο	5	κά-λι-ο	3
κάλμα	5	κάλ-μα	2
καλός	5	κα-λός	2
κάλος	5	κά-λος	2
κάλπη	5	κάλ-πη	2
καμπή	5	κα-μπή	2
κάμψη	5	κάμ-ψη	2
κάνας	5	κά-νας	2
κανίς	5	κα-νίς	2
κάννη	5	κάν-νη	2
κάπνα	5	κά-πνα	2
κάπου	5	κά-που	2
κάπως	5	κά-πως	2
καράς	5	κα-ράς	2
κάργα	5	κάρ-γα	2
κάρμα	5	κάρ-μα	2
καρνέ	5	καρ-νέ	2
κάρτα	5	κάρ-τα	2
κάρυο	5	κά-ρυ-ο	3
καρφί	5	καρ-φί	2
κάσκα	5	κά-σκα	2
κάστα	5	κά-στα	2
κατής	5	κα-τής	2
κατώι	5	κα-τώ-ι	3
καύλα	5	καύ-λα	2
καύμα	5	καύ-μα	2
καύση	5	καύ-ση	2
καφές	5	κα-φές	2
κέδρο	5	κέ-δρο	2
κείθε	5	κεί-θε	2
κείνη	5	κεί-νη	2
κενός	5	κε-νός	2
κέρας	5	κέ-ρας	2
κέρμα	5	κέρ-μα	2
κερνώ	5	κερ-νώ	2
κεσές	5	κε-σές	2
κεχρί	5	κε-χρί	2
κήπος	5	κή-πος	2
κηρίο	5	κη-ρί-ο	3
κηρός	5	κη-ρός	2
κήτος	5	κή-τος	2
κιάλι	5	κιά-λι	2
κιμάς	5	κι-μάς	2
κίσσα	5	κίσ-σα	2
κίτρο	5	κί-τρο	2
κίχλη	5	κί-χλη	2
κλαδί	5	κλα-δί	2
κλάκα	5	κλά-κα	2
κλάμα	5	κλά-μα	2
κλαμπ	5	κλαμπ	1
κλάνω	5	κλά-νω	2
κλάπα	5	κλά-πα	2
κλάρα	5	κλά-ρα	2
κλαρί	5	κλα-ρί	2
κλάση	5	κλά-ση	2
κλάψα	5	κλά-ψα	2
κλέβω	5	κλέ-βω	2
κλέος	5	κλέ-ος	2
κλήμα	5	κλή-μα	2
κλήση	5	κλή-ση	2
κλίκα	5	κλί-κα	2
κλίμα	5	κλί-μα	2
κλίνη	5	κλί-νη	2
κλίνω	5	κλί-νω	2
κλισέ	5	κλι-σέ	2
κλίση	5	κλί-ση	2
κλομπ	5	κλομπ	1
κλοπή	5	κλο-πή	2
κλώθω	5	κλώ-θω	2
κλωνί	5	κλω-νί	2
κνήμη	5	κνή-μη	2
